id;title;brand;normal_price;low_price;high_price;oferta;categoria1;categoria2;datetime;Atributos;sin_stock;page;ahorro;ahorro_percent;kilo
3928;Papas Artesanales Sal de Mar 250 g;Cuisine & Co;2379.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3929;Maní Salado Marco Polo Bolsa 160 g;Marco Polo;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3930;Cheetos palitos queso 300 g;Evercrisp;1669.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3931;Pepinillos frasco 850 g;Specht;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3932;Pack Papas Fritas Lays Stax Original 268 g;Lays;3459.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3933;Papas Fritas Caseras Marco Polo Sabor Crema y Ciboulet 200 g;Marco Polo;1829.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3934;Papas fritas original 260 g;Kryzpo;3099.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3935;Papas Fritas Lays Stax Crema y Cebolla 134 g;Lays;1939.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3936;Papas Fritas Kryzpo Original 37 g;Kryzpo;679.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3937;Maní salado 160 g;Evercrisp;989.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3938;Papas Fritas Lays Mediterráneas Orégano 200 g;Lays;0.0;1659.0;1929.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;270.0;0.412;1.0
3939;Papas Fritas Lays Corte Liso 220 g;Lays;0.0;1579.0;1819.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;240.0;0.366;1.0
3940;Plátano frito 240 g;Cuisine & Co;0.0;1799.0;2299.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;500.0;0.763;1.0
3941;Pop corn Marco Polo caramelo2 5L  250 g;Marco Polo;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3942;Papas Fritas Kryzpo Crema Cebolla 130 g;Kryzpo;0.0;1839.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;-1839.0;-2.805;1.0
3943;Maní japonés 200 g;Cuisine & Co;1389.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3944;Aceitunas verdes rellenas de pimiento 85 g drenado;Fragata;1099.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;1;0.0;0.0;1.0
3945;Twistos sabor jamón 110 g;Evercrisp;1079.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3946;Maní con miel 150 g;Cuisine & Co;1069.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3947;Ramitas queso 250 g;Marco Polo;0.0;1299.0;1539.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;240.0;0.366;1.0
3948;Crunchis suflé de papa Marco Polo 280 g;Marco Polo;1729.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3949;Ramitas saladas 250 g;Marco Polo;0.0;1299.0;1539.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;240.0;0.366;1.0
3950;Chis Pop tutti frutti 220 g;Evercrisp;1769.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3951;Aceituna sevillana 200 g;Cuisine & Co;0.0;1335.0;1669.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;334.0;0.51;1.0
3952;Tortillas de maíz panchitos 320 g;Pancho Villa;2329.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3953;Castañas de cajú saladas 80 g;Cuisine & Co;1779.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3954;Papas Fritas Marco Polo Rústicas Sabor Merkén 185 g;Marco Polo;2089.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3955;Crunchis Soufle maní 230 g;Marco Polo;1559.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3956;Maní sin sal 160 g;Evercrisp;989.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3957;Maní Salado Marco Polo Bolsa 430 g;Marco Polo;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3958;Pepinillos en vinagre bolsa 200 g;Don Juan;1229.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3959;Maní sin Sal Marco Polo Bolsa 160 g;Marco Polo;899.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3960;Aceitunas huasco 200 g drenado;Don Juan;1549.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3961;Maní con Miel Marco Polo Bolsa 150 g;Marco Polo;1179.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3962;Popcorn dulce para microondas 91 g;Act II;0.0;879.0;1099.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;220.0;0.336;1.0
3963;Papas Fritas Lays Stax Original 134 g;Lays;1939.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3964;Papas Fritas Lays Artesanas 185 g;Lays;2429.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3965;Aceitunas verdes rellenas de ají jalapeño 85 g drenado;Fragata;1099.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3966;Suflé Gatolate chocolate 220 g;Evercrisp;1929.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3967;Mix frutos secos Millantu 120 g;Millantú;1399.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3968;Ramitas saladas 350 g;Evercrisp;2349.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3969;Pistachos 80 g;Cuisine & Co;1799.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3970;Doritos queso 410 g;Evercrisp;2949.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3971;Tortillas Fuego 200 g;Takis;1849.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3972;Tortillas sabor sal 285 g;Evercrisp;2199.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3973;Pickle surtido 200 g;Cuisine & Co;0.0;791.0;989.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;198.0;0.302;1.0
3974;Suflé maní 250 g;Cuisine & Co;0.0;1299.0;1379.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;80.0;0.122;1.0
3975;Papas Fritas Lays Lisas 380 g;Lays;2559.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3976;Snack De Todito 400 g;Evercrisp;2969.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3977;Papas Fritas Kryzpo Queso 130 g;Kryzpo;0.0;1839.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;-1839.0;-2.805;1.0
3978;Aceitunas negras descarozadas 250 g;Don Juan;0.0;1807.0;2259.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;452.0;0.69;1.0
3979;Salsa para Untar Gourmet 200 g2 5L  Yoghurt y Ciboulette;Gourmet;1229.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3980;Tortillas Terra sabor queso 180 g;Marco Polo;1299.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3981;Cabritas Evercrisp caramelo 250 gr;Evercrisp;1979.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3982;Snack Mix Marco Polo Envase 320 g;Marco Polo;0.0;2079.0;2559.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;480.0;0.732;1.0
3983;Maní japonés original 100 g;Evercrisp;769.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3984;Aceitunas verdes sin carozo 450 g;Cuisine & Co;3299.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;2;0.0;0.0;1.0
3985;Choco Cracs 160 g;Evercrisp;1679.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3986;Maní tipo Japonés Marco Polo Bolsa 100 grs.;Marco Polo;0.0;669.0;819.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;150.0;0.229;1.0
3987;Tortillas original 200 g;Takis;1849.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3988;Maní salado 403 g;Evercrisp;2339.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3989;Nuez partida 100 g;Cuisine & Co;2180.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3990;Crunch Cheese Suflés bolsa 280 g;Marco Polo;1719.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3991;Maní japonés 200 g;De La Rosa;1799.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3992;Papas Fritas Inferno Spicy Cheddar 175 g;Inferno;1969.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3993;Papas Fritas Marco Polo Rústicas Sal de Mar 280 g;Marco Polo;2739.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3994;Snack De Todito original 140 g;Evercrisp;1119.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3995;Pop color 270 g;Cuisine & Co;0.0;1299.0;1579.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;280.0;0.427;1.0
3996;Pop cheese 270 g;Cuisine & Co;0.0;1299.0;1579.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;280.0;0.427;1.0
3997;Papas Fritas Lays Stax Cheddar 134 g;Lays;1939.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3998;Mani doritos queso maniax 150 g;Evercrisp;1599.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
3999;Tortillas de maíz con sésamo panchitos 320 g;Pancho Villa;2329.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4000;Suflé sabor maní 230 g;Evercrisp;1369.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4001;Alcaparras frasco 142 g;Cuisine & Co;0.0;999.0;1299.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;300.0;0.458;1.0
4002;Aceitunas verdes rellenas de pasta de pimiento 250 g;Don Juan;0.0;1807.0;2259.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;452.0;0.69;1.0
4003;Doritos ruleta picante 172 g;Evercrisp;0.0;1499.0;1719.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;220.0;0.336;1.0
4004;Papas Fritas Marco Polo Sabor Limón 200 g;Marco Polo;1829.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4005;Twistos sabor queso 110 g;Evercrisp;1079.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4006;Maní con pasas bolsa 180 g;Marco Polo;1269.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4007;Popcorn mantequilla para microondas 91 g;Act II;0.0;879.0;1099.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;220.0;0.336;1.0
4008;Pesto sabor genovés 140 g;Perfect Choice;1929.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4009;Suflé Traga Traga frambuesa 220 gr;Evercrisp;1930.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4010;Papas Fritas Lays Limón 200 g;Lays;0.0;1659.0;1929.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;270.0;0.412;1.0
4011;Salsa para untar Gourmet premium alcachofa espinaca 200 g;Gourmet;1489.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4012;Almendras saladas 80 g;Cuisine & Co;1499.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4013;Pepinillos dil agridulces 200 g;Don Juan;1729.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4014;Aceitunas Azapa natural 200 g drenado;Don Juan;2100.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4015;Chucrut bolsa 200 g;Don Juan;819.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4016;Maní japonés Maniax salado 200 g;Evercrisp;1599.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4017;Plátano Frito Inka Chips Dulces2 5L  Bolsa 100 grs.;Inka Chips;1099.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4018;Crunchis Tubos Marco Polo 300g;Marco Polo;1699.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4019;Papas Fritas Kryzpo Queso 260 g;Kryzpo;3099.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4020;Maní japonés 150 g;Granuts;0.0;999.0;1249.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;250.0;0.381;1.0
4021;Popcorn caramelo maní 250 g;Marco Polo;1759.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4022;Maní Crocante con Merkén Millantú Bolsa 100 g;Millantú;749.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4023;Vegetales artesanales 180 g;Cuisine & Co;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4024;Crunchis Pops Marco Polo 300g;Marco Polo;1749.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;3;0.0;0.0;1.0
4025;Mix frutos secos Marco Polo 80 g;Marco Polo;0.0;1183.0;1479.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;296.0;0.452;1.0
4026;Maní con miel Marco Polo 350 g;Marco Polo;2439.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4027;Mix de maní 350 g;Marco Polo;0.0;2879.0;3549.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;670.0;1.022;1.0
4028;Maní japonés Maniax sabor jamón 100 g;Evercrisp;879.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4029;Frutos secos Vivo nuts y coco 80 g;Vivo;1339.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4030;Papas Fritas Lays Corte Americano 42 g;Lays;660.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4031;Papas Fritas Marco Polo Rústicas Sabor Queso 185 g;Marco Polo;2089.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4032;Crunchis palitos queso 350 g;Marco Polo;0.0;1479.0;1849.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;370.0;0.564;1.0
4033;Tortillas Xplosion 200 g;Takis;1849.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4034;Snack papas ramitas cebolla grillada 170 g;Tika;2179.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4035;Mix Frutos Secos Marco Polo 80 g2 5L  Morado;Marco Polo;1479.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4036;Salsa para untar light Ajo y Orégano 200 g;Gourmet;1229.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4037;Chucrut Kühne Fasskraut 700 g;Kühne;2699.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4038;Papas Fritas Kryzpo Merkén 130 g;Kryzpo;0.0;1839.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;-1839.0;-2.805;1.0
4039;Snack De Todito sabor queso 290 g;Evercrisp;2549.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4040;Papas Fritas Buka Cebolla Caramelizada 185 g;Buka;2439.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4041;Salsa para untar Gourmet premium cebolla y ajo 200 g;Gourmet;1489.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4042;Terra vegetales doypack 180 g;Marco Polo;2999.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4043;Aceitunas verdes descarozadas 250 g;Don Juan;0.0;1807.0;2259.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;452.0;0.69;1.0
4044;Papas Fritas Lays Artesanas 270 g;Lays;3319.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4045;Papas Artesanales Merkén 185 g;Cuisine & Co;1779.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4046;Plátano Frito Inka Chips Bolsa 100 g2 5L  Picante;Inka Chips;1099.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4047;Papas Fritas Marco Polo Queso 200 g;Marco Polo;1790.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4048;Aceitunas verdes con carozo 198 g;Cuisine & Co;1399.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4049;Tortillas Terra con sal de mar 180 g;Marco Polo;1299.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4050;Mix nuts Marco Polo 350 g;Marco Polo;0.0;2879.0;3549.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;670.0;1.022;1.0
4051;Pepinillos agridulces Kühne frasco Cetriolli 360 g;Kühne;2999.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4052;Crunch Cheese Rayos bolsa 280 g;Marco Polo;0.0;1375.0;1719.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;344.0;0.525;1.0
4053;Maní con pasas 350 g;Marco Polo;2439.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4054;Tortillas Terra maíz morado 180 g;Marco Polo;1299.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4055;Popcorn endulzadas 210 g;Puripop;2419.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4056;Aceitunas sevillanas 200 g drenado;Don Juan;2049.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4057;Salsa americana 250 g;Traverso;0.0;689.0;919.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;230.0;0.351;1.0
4058;Tortillas Terra jalapeño limón 180 g;Marco Polo;1299.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4059;Popcorn natural para microondas 91 g;Act II;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4060;Brezel salados 150 g;Lorenz;0.0;999.0;1299.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;300.0;0.458;1.0
4061;Maní salado 270 g;Evercrisp;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4062;Snack De Todito queso 120 g;Evercrisp;1119.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4063;Maní sin sal 403 g;Evercrisp;2339.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;0.0;0.0;1.0
4064;Pistachos bolsa 80 g;Marco Polo;0.0;1719.0;2149.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;4;430.0;0.656;1.0
4065;Almendra natural 700 g;Alto La Cruz;7990.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4066;Papas Fritas Inferno Rústicas 175 g;Inferno;2190.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4067;Cheezels 30 g;Retro Snack;579.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4068;Snack De Todito sabor original 290 g;Evercrisp;2549.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4069;Popcorn Terra endulzadas 200 g;Marco Polo;2069.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4070;Frutos secos Nuts y Semillas 80 g;Vivo;1339.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4071;Papas Fritas Kryzpo Original 190 g;Kryzpo;2399.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4072;Popcorn con caramelo 161 g;Act II;0.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4073;Takis Wapas fuego 170 g;Takis;2049.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4074;Papas cebolla dulce chips nativas Tika 180 g;Tika;2779.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4075;Maní japonés 400 g;De La Rosa;3339.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4076;Aceitunas verdes rellenas con pimentón 330 g;Nucete;2479.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4077;Aceitunas Azapa amarga natural 200 g drenado;Don Juan;2439.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4078;Terra veggie sticks doypack 130 g;Marco Polo;2199.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4079;Papas Fritas Pringles Original 149 g;Pringles;2190.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4080;Terra camote doypack 170 g;Marco Polo;2819.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4081;Cebollitas perla en vinagre 300 g;Don Juan;1319.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4082;Chips Tortika hummus2 5L  tomate y cebolla 180 g;Tika;1990.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4083;Mix Frutos Secos Marco Polo 80 g2 5L  Rojo;Marco Polo;1479.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4084;Maní japonés merkén 100 g;Kazai;989.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4085;Takis Wapas queso loco 170 g;Takis;2049.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
4086;Castaña de Cajú Marco Polo Bolsa 80 g;Marco Polo;0.0;1751.0;2189.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;438.0;0.668;1.0
4087;Panchitos chips bolsa 320 g;Pancho Villa;2219.0;0.0;0.0;0;despensa;coctel;2022-07-16 21:25:28.860226;1 un;1;5;0.0;0.0;1.0
